,doc_id,org_name1,org_name2,freq
0,202203100,MA 34,Stadtrechnungshofes Wien,1
1,202203100,Stadtrechnungshofausschusses,Stadtrechnungshofes Wien,1
2,202203100,MA 11,Stadtrechnungshofes Wien,4
3,202203100,MA 11,Stadtrechnungshofausschusses,1
4,202203100,MA 11,MA 34,3
5,202203101,MA 34,Stadtrechnungshofes Wien,7
6,202203101,MA 10,MA 13,1
7,202203101,MA 10,MA 42,1
8,202203101,MA 10,MA 68,1
9,202203101,MA 34,Verein Wiener Jugendzentren,1
10,202203101,MA 28,MA 68,1
11,202203101,MA 28,MA 42,1
12,202203101,MA 34,MA 56,1
13,202203101,MA 42,Verein Wiener Jugendzentren,1
14,202203101,MA 68,Verein Wiener Jugendzentren,1
15,202203101,MA 42,MA 56,1
16,202203101,MA 11,Verein Wiener Jugendzentren,1
17,202203101,MA 11,MA 28,1
18,202203101,Stadtrechnungshofes Wien,stadt wien,1
19,202203101,MA 34,stadt wien,3
20,202203101,Fonds Soziales Wien,MA 10,1
21,202203101,MA 11,MA 56,1
22,202203101,MA 56,Verein Wiener Jugendzentren,1
23,202203101,Fonds Soziales Wien,Verein Wiener Jugendzentren,1
24,202203101,MA 11,MA 34,1
25,202203101,Fonds Soziales Wien,MA 28,1
26,202203101,Die Wiener Volkshochschulen GmbH,MA 10,1
27,202203101,MA 13,Verein Wiener Jugendzentren,1
28,202203101,MA 34,MA 68,1
29,202203101,Fonds Soziales Wien,MA 56,1
30,202203101,MA 13,MA 28,1
31,202203101,MA 34,MA 42,1
32,202203101,Fonds Soziales Wien,MA 11,1
33,202203101,Die Wiener Volkshochschulen GmbH,Verein Wiener Jugendzentren,1
34,202203101,MA 10,Verein Wiener Jugendzentren,1
35,202203101,Die Wiener Volkshochschulen GmbH,MA 28,1
36,202203101,MA 42,MA 68,1
37,202203101,MA 13,MA 56,1
38,202203101,Fonds Soziales Wien,MA 34,1
39,202203101,Die Wiener Volkshochschulen GmbH,MA 56,1
40,202203101,MA 10,MA 28,1
41,202203101,MA 10,MA 56,1
42,202203101,Die Wiener Volkshochschulen GmbH,MA 11,1
43,202203101,MA 13,MA 34,1
44,202203101,MA 11,MA 13,1
45,202203101,MA 28,Verein Wiener Jugendzentren,1
46,202203101,Die Wiener Volkshochschulen GmbH,MA 34,1
47,202203101,MA 10,MA 11,1
48,202203101,MA 11,MA 68,1
49,202203101,MA 11,MA 42,1
50,202203101,MA 28,MA 56,1
51,202203101,MA 10,MA 34,1
52,202203101,Die Wiener Volkshochschulen GmbH,Fonds Soziales Wien,2
53,202203101,Fonds Soziales Wien,MA 13,1
54,202203101,MA 28,MA 34,1
55,202203101,MA 56,MA 68,1
56,202203101,Fonds Soziales Wien,MA 68,1
57,202203101,Fonds Soziales Wien,MA 42,1
58,202203101,MA 13,MA 42,1
59,202203101,MA 13,MA 68,1
60,202203101,Die Wiener Volkshochschulen GmbH,MA 13,1
61,202203101,Die Wiener Volkshochschulen GmbH,MA 42,1
62,202203101,Die Wiener Volkshochschulen GmbH,MA 68,1
63,202203102,Stadtrechnungshofausschusses,Stadtrechnungshofes Wien,1
64,202203102,MA 49,Stadtrechnungshofes Wien,23
65,202203103,Landeshauptstadt Graz,Stadtrechnungshofes Wien,1
66,202203103,MA 13,MA 17,1
67,202203103,Stadtrechnungshofausschusses,Stadtrechnungshofes Wien,12
68,202203103,MA 25,Unternehmungen Stadt Wien  Wiener Wohnen,1
69,202203103,Fonds Soziales Wien,MA 36,1
70,202203103,MA 48,MA 5,1
71,202203103,MA 17,MA 46,1
72,202203103,Krankenfürsorgeanstalt der Bediensteten,Stadtrechnungshofes Wien,1
73,202203103,MA 2,MA 6,1
74,202203103,MA 13,MA 36,1
75,202203103,MA 2,Stadtrechnungshofausschusses,1
76,202203103,Krankenfürsorgeanstalt,Krankenfürsorgeanstalt der Bediensteten,1
77,202203103,MA 13,Stadtrechnungshofausschusses,1
78,202203103,Fonds Soziales Wien,Stadtrechnungshofausschusses,1
79,202203103,MA 2,MA 48,1
80,202203103,MA 48,Stadtrechnungshofes Wien,1
81,202203103,Krankenfürsorgeanstalt,stadt wien,1
82,202203103,MA 2,MA 5,1
83,202203103,Bundeshauptstadt Wien,MA 6,1
84,202203103,MA 25,MA 50,1
85,202203103,Stadtrechnungshofes Wien,stadt wien,7
86,202203103,Bundeshauptstadt Wien,Stadtrechnungshofausschusses,1
87,202203103,Stadtrechnungshofes Wien,WU,1
88,202203103,Bundeshauptstadt Wien,MA 48,1
89,202203103,MA 5,MA 6,1
90,202203103,MA 2,Stadtrechnungshofes Wien,1
91,202203103,MA 17,MA 36,1
92,202203103,MA 5,Stadtrechnungshofausschusses,1
93,202203103,Bundeshauptstadt Wien,MA 5,1
94,202203103,MA 6,Stadtrechnungshofausschusses,1
95,202203103,MA 17,Stadtrechnungshofausschusses,1
96,202203103,Krankenfürsorgeanstalt der Bediensteten,stadt wien,1
97,202203103,MA 46,Stadtrechnungshofausschusses,2
98,202203103,Bundeshauptstadt Wien,Stadtrechnungshofes Wien,2
99,202203103,MA 5,Stadtrechnungshofes Wien,1
100,202203103,MA 50,Unternehmungen Stadt Wien  Wiener Wohnen,1
101,202203103,Bundeshauptstadt Wien,MA 2,1
102,202203103,MA 6,Stadtrechnungshofes Wien,1
103,202203103,MA 36,MA 46,2
104,202203103,Fonds Soziales Wien,MA 46,1
105,202203103,MA 36,Stadtrechnungshofausschusses,2
106,202203103,Bundeshauptstadt Wien,stadt wien,1
107,202203103,MA 13,MA 46,1
108,202203103,Wien Akademie,stadt wien,1
109,202203103,Krankenfürsorgeanstalt,Stadtrechnungshofes Wien,1
110,202203103,MA 48,MA 6,1
111,202203103,MA 48,Stadtrechnungshofausschusses,1
112,202203104,MA 34,MA 68,1
113,202203104,Stadtrechnungshofausschusses,Stadtrechnungshofes Wien,1
114,202203104,MA 19,MA 34,1
115,202203104,MA 19,MA 68,1
116,202203105,MA 34,Stadtrechnungshofes Wien,3
117,202203105,Stadtrechnungshofausschusses,Stadtrechnungshofes Wien,1
118,202203105,Stadtrechnungshofes Wien,stadt wien,1
119,2022010,Unternehmung Wiener Gesundheitsverbund,stadt wien,1
120,2022010,Bundesministerium für Soziales,Katholischen Familienverbandes Wien,1
121,2022010,Bundesministerium für Soziales,Pflege und Konsumentenschutz,1
122,2022010,MA 11,MA 7,1
123,2022010,MA 11,MA 49,1
124,2022010,Stadtrechnungshofes Wien,stadt wien,4
125,2022010,MA 10,MA 5,1
126,2022010,MA 10,Unternehmung Wiener Gesundheitsverbund,1
127,2022010,MA 13,MA 7,1
128,2022010,Katholischen Familienverbandes Wien,Katholischen Familienverbandes der Erzdiözese Wien,1
129,2022010,Katholischen Familienverbandes Wien,samt Vermögensaufstellungen und Belegen,1
130,2022010,MA 13,MA 49,1
131,2022010,MA 22,MA 49,1
132,2022010,MA 27,MA 5,1
133,2022010,Katholischen Familienverbandes Wien,Pflege und Konsumentenschutz,1
134,2022010,MA 10,Stadtrechnungshofes Wien,11
135,2022010,MA 11,stadt wien,1
136,2022010,Bundesministerium für Soziales,Gesundheit,1
137,2022010,MA 10,MA 57,1
138,2022010,MA 27,Stadtrechnungshofes Wien,1
139,2022010,MA 27,MA 57,1
140,2022010,Katholischen Familienverbandes Wien,MA 34,1
141,2022010,MA 11,MA 13,1
142,2022010,MA 49,MA 7,1
143,2022010,MA 13,stadt wien,1
144,2022010,MA 17,MA 49,1
145,2022010,MA 10,MA 11,1
146,2022010,MA 17,MA 22,1
147,2022010,KFVW,Katholischen Familienverbandes der Erzdiözese Wien,4
148,2022010,MA 10,MA 34,1
149,2022010,MA 5,MA 51,1
150,2022010,MA 11,MA 17,1
151,2022010,MA 27,MA 34,1
152,2022010,MA 51,MA 7,1
153,2022010,MA 13,MA 17,1
154,2022010,MA 34,MA 49,1
155,2022010,MA 51,stadt wien,1
156,2022010,MA 11,MA 22,1
157,2022010,Katholischen Familienverbandes Wien,MA 5,1
158,2022010,Katholischen Familienverbandes Wien,Unternehmung Wiener Gesundheitsverbund,1
159,2022010,MA 34,stadt wien,1
160,2022010,MA 11,MA 51,1
161,2022010,Katholischen Familienverbandes Wien,Stadtrechnungshofes Wien,11
162,2022010,MA 7,Stadtrechnungshofes Wien,1
163,2022010,Katholischen Familienverbandes Wien,MA 57,1
164,2022010,MA 5,Unternehmung Wiener Gesundheitsverbund,1
165,2022010,MA 13,MA 22,1
166,2022010,MA 11,MA 27,1
167,2022010,MA 27,Unternehmung Wiener Gesundheitsverbund,1
168,2022010,MA 13,MA 51,1
169,2022010,MA 22,MA 51,1
170,2022010,MA 5,Stadtrechnungshofes Wien,1
171,2022010,MA 57,MA 7,1
172,2022010,MA 22,MA 34,1
173,2022010,Katholischen Familienverbandes Wien,MA 11,1
174,2022010,MA 5,MA 57,1
175,2022010,KFVW,Stadtrechnungshofes Wien,3
176,2022010,MA 13,MA 27,1
177,2022010,MA 22,MA 27,1
178,2022010,MA 17,MA 51,1
179,2022010,MA 57,stadt wien,1
180,2022010,MA 17,MA 34,1
181,2022010,Katholischen Familienverbandes der Erzdiözese Wien,MA 10,2
182,2022010,Bundesministerium Finanzen,Katholischen Familienverbandes Wien,1
183,2022010,MA 17,MA 27,1
184,2022010,MA 49,stadt wien,1
185,2022010,MA 11,MA 5,1
186,2022010,MA 11,Stadtrechnungshofes Wien,1
187,2022010,MA 34,MA 51,1
188,2022010,MA 11,MA 57,1
189,2022010,MA 13,MA 5,1
190,2022010,MA 22,MA 5,1
191,2022010,MA 22,Unternehmung Wiener Gesundheitsverbund,1
192,2022010,MA 7,Unternehmung Wiener Gesundheitsverbund,1
193,2022010,MA 13,Stadtrechnungshofes Wien,1
194,2022010,Katholischen Familienverbandes Wien,MA 7,1
195,2022010,Katholischen Familienverbandes Wien,MA 10,19
196,2022010,MA 22,Stadtrechnungshofes Wien,1
197,2022010,MA 11,MA 34,1
198,2022010,MA 13,MA 57,1
199,2022010,MA 22,MA 57,1
200,2022010,MA 10,MA 7,1
201,2022010,MA 10,MA 49,1
202,2022010,MA 17,MA 5,1
203,2022010,MA 17,Unternehmung Wiener Gesundheitsverbund,1
204,2022010,MA 27,MA 7,1
205,2022010,MA 27,MA 49,1
206,2022010,MA 17,Stadtrechnungshofes Wien,1
207,2022010,MA 13,MA 34,1
208,2022010,Katholischen Familienverbandes Wien,stadt wien,9
209,2022010,MA 51,Unternehmung Wiener Gesundheitsverbund,1
210,2022010,MA 17,MA 57,1
211,2022010,Katholischen Familienverbandes Wien,Österreichischen Familienverband der Erzdiözese,1
212,2022010,MA 10,stadt wien,5
213,2022010,MA 51,Stadtrechnungshofes Wien,1
214,2022010,Katholischen Familienverbandes Wien,MA 13,1
215,2022010,MA 49,MA 51,1
216,2022010,MA 27,stadt wien,1
217,2022010,MA 34,MA 5,1
218,2022010,MA 34,Unternehmung Wiener Gesundheitsverbund,1
219,2022010,MA 51,MA 57,1
220,2022010,Stadtrechnungshofes Wien,Unternehmung Wiener Gesundheitsverbund,1
221,2022010,Katholischen Familienverbandes Wien,MA 17,1
222,2022010,MA 10,MA 13,1
223,2022010,MA 34,Stadtrechnungshofes Wien,1
224,2022010,Gesundheit,Katholischen Familienverbandes Wien,1
225,2022010,Gesundheit,Pflege und Konsumentenschutz,1
226,2022010,MA 34,MA 57,1
227,2022010,MA 11,Unternehmung Wiener Gesundheitsverbund,1
228,2022010,MA 10,MA 17,1
229,2022010,Katholischen Familienverbandes der Erzdiözese Wien,Stadtrechnungshofes Wien,3
230,2022010,MA 13,Unternehmung Wiener Gesundheitsverbund,1
231,2022010,MA 22,MA 7,1
232,2022010,Katholischen Familienverbandes Wien,MA 49,1
233,2022010,MA 57,Unternehmung Wiener Gesundheitsverbund,1
234,2022010,Katholischen Familienverbandes Wien,MA 22,1
235,2022010,Katholischen Familienverbandes Wien,MA 51,1
236,2022010,MA 57,Stadtrechnungshofes Wien,1
237,2022010,MA 49,MA 5,1
238,2022010,MA 49,Unternehmung Wiener Gesundheitsverbund,1
239,2022010,MA 10,MA 22,1
240,2022010,MA 17,MA 7,1
241,2022010,MA 10,MA 51,1
242,2022010,MA 5,MA 7,1
243,2022010,MA 22,stadt wien,1
244,2022010,MA 49,Stadtrechnungshofes Wien,1
245,2022010,Katholischen Familienverbandes Wien,MA 27,1
246,2022010,MA 7,stadt wien,1
247,2022010,MA 27,MA 51,1
248,2022010,MA 49,MA 57,1
249,2022010,KFVW,MA 10,1
250,2022010,MA 10,MA 27,1
251,2022010,MA 17,stadt wien,1
252,2022010,MA 5,stadt wien,1
253,2022010,MA 34,MA 7,1
254,2022011,MA 10,stadt wien,6
255,2022011,MA 18,MA 23,1
256,2022011,MA 10,MA 23,1
257,2022011,Stadtrechnungshofes Wien,stadt wien,1
258,2022011,MA 10,MA 56,1
259,2022011,MA 10,Stadtrechnungshofes Wien,25
260,2022012,MA 53,stadt wien,1
261,2022012,OktoLab GmbH,Vienna Film Commission GmbH,1
262,2022012,OktoLab,OktoLab GmbH,1
263,2022012,Bundeshauptstadt Wien,Community TV GmbH,2
264,2022012,Community TV GmbH,Vienna Film Commission GmbH,2
265,2022012,Schwesterngesellschaft OktoLab GmbH,Stadtrechnungshofes Wien,2
266,2022012,MA 13,OktoLab GmbH,20
267,2022012,Community TV GmbH,MA 13,65
268,2022012,OktoLab GmbH,Wirtschaftstreuhand und Steuerberatungs GmbH,4
269,2022012,Community TV GmbH,Wirtschaftstreuhand und Steuerberatungs GmbH,5
270,2022012,MA 13,MA 5,2
271,2022012,OktoLab,Stadtrechnungshofes Wien,1
272,2022012,Stadtrechnungshofes Wien,stadt wien,8
273,2022012,Bundeshauptstadt Wien,FPÖKlubs,1
274,2022012,MA 13,Stadtrechnungshofes Wien,37
275,2022012,Schwesterngesellschaft OktoLab GmbH,stadt wien,1
276,2022012,Community TV GmbH,OktoLab GmbH,58
277,2022012,Community TV GmbH,FPÖKlubs,1
278,2022012,Stadtrechnungshofes Wien,Vienna Film Commission GmbH,2
279,2022012,MA 13,MA 53,1
280,2022012,AFRAC,Community TV GmbH,1
281,2022012,Bundeshauptstadt Wien,Stadtrechnungshofes Wien,2
282,2022012,Community TV GmbH,MA 5,2
283,2022012,Stadtrechnungshofes Wien,Wirtschaftstreuhand und Steuerberatungs GmbH,2
284,2022012,Community TV GmbH,OktoLab,4
285,2022012,OktoLab GmbH,Stadtrechnungshofes Wien,33
286,2022012,Community TV GmbH,Stadtrechnungshofes Wien,73
287,2022012,OktoLab GmbH,Seite der Vienna Film Commission GmbH,1
288,2022012,MA 13,OktoLab,1
289,2022012,Community TV GmbH,MA 53,1
290,2022012,MA 13,stadt wien,8
291,2022012,FPÖKlubs,Stadtrechnungshofes Wien,1
292,2022012,AFRAC,Stadtrechnungshofes Wien,1
293,2022012,Community TV GmbH,Schwesterngesellschaft OktoLab GmbH,2
294,2022012,OktoLab GmbH,stadt wien,1
295,2022012,MA 5,stadt wien,1
296,2022012,MA 13,Wirtschaftstreuhand und Steuerberatungs GmbH,8
297,2022012,Community TV GmbH,stadt wien,16
298,2022013,MA 51,Österreichischen BSO,3
299,2022013,MA 11,MA 7,1
300,2022013,MA 11,MA 49,1
301,2022013,MA 10,MA 5,1
302,2022013,MA 10,Unternehmung Wiener Gesundheitsverbund,1
303,2022013,MA 13,MA 7,1
304,2022013,MA 13,MA 49,1
305,2022013,MA 22,MA 49,1
306,2022013,MA 27,MA 5,1
307,2022013,MA 10,Stadtrechnungshofes Wien,1
308,2022013,MA 10,MA 57,1
309,2022013,MA 27,Stadtrechnungshofes Wien,1
310,2022013,MA 27,MA 57,1
311,2022013,MA 51,Wiener Sportfonds,2
312,2022013,MA 11,MA 13,1
313,2022013,MA 49,MA 7,1
314,2022013,MA 17,MA 49,1
315,2022013,MA 10,MA 11,1
316,2022013,MA 17,MA 22,1
317,2022013,MA 10,MA 34,1
318,2022013,MA 5,MA 51,1
319,2022013,MA 11,MA 17,1
320,2022013,MA 27,MA 34,1
321,2022013,MA 51,MA 7,1
322,2022013,Vereines Landesfachverbandes Rugby Wien,Wiener Rugby Vereine,1
323,2022013,Internationalen Fachverbandes,Österreichischen Rugby Verbandes,1
324,2022013,MA 13,MA 17,1
325,2022013,MA 34,MA 49,1
326,2022013,MA 51,stadt wien,1
327,2022013,MA 11,MA 22,1
328,2022013,MA 11,MA 51,1
329,2022013,MA 7,Stadtrechnungshofes Wien,1
330,2022013,Stadtrechnungshofes Wien,Vereines Landesfachverbandes Rugby Wien,19
331,2022013,MA 5,Unternehmung Wiener Gesundheitsverbund,1
332,2022013,MA 13,MA 22,1
333,2022013,MA 11,MA 27,1
334,2022013,MA 27,Unternehmung Wiener Gesundheitsverbund,1
335,2022013,MA 13,MA 51,1
336,2022013,MA 22,MA 51,1
337,2022013,MA 5,Stadtrechnungshofes Wien,1
338,2022013,MA 57,MA 7,1
339,2022013,MA 22,MA 34,1
340,2022013,MA 5,MA 57,1
341,2022013,MA 13,MA 27,1
342,2022013,MA 22,MA 27,1
343,2022013,Stadtrechnungshofes Wien,Wiener Fachverbänden,1
344,2022013,MA 17,MA 51,1
345,2022013,MA 17,MA 34,1
346,2022013,Internationalen Fachverbandes,Vereines Landesfachverbandes Rugby Wien,1
347,2022013,MA 17,MA 27,1
348,2022013,MA 11,MA 5,1
349,2022013,Vereines Landesfachverbandes Rugby Wien,Österreichischen BSO,2
350,2022013,Wiener Fachverbänden,stadt wien,1
351,2022013,MA 11,Stadtrechnungshofes Wien,1
352,2022013,MA 34,MA 51,1
353,2022013,MA 11,MA 57,1
354,2022013,MA 13,MA 5,1
355,2022013,MA 22,MA 5,1
356,2022013,MA 51,Vereines Landesfachverbandes Rugby Wien,22
357,2022013,MA 22,Unternehmung Wiener Gesundheitsverbund,1
358,2022013,MA 7,Unternehmung Wiener Gesundheitsverbund,1
359,2022013,MA 13,Stadtrechnungshofes Wien,1
360,2022013,MA 22,Stadtrechnungshofes Wien,1
361,2022013,MA 11,MA 34,1
362,2022013,MA 13,MA 57,1
363,2022013,MA 22,MA 57,1
364,2022013,MA 10,MA 7,1
365,2022013,MA 10,MA 49,1
366,2022013,MA 17,MA 5,1
367,2022013,MA 17,Unternehmung Wiener Gesundheitsverbund,1
368,2022013,MA 27,MA 7,1
369,2022013,MA 27,MA 49,1
370,2022013,MA 51,Wiener Fachverbänden,7
371,2022013,MA 17,Stadtrechnungshofes Wien,1
372,2022013,MA 13,MA 34,1
373,2022013,Wiener Fachverbänden,Wiener Sportfonds,2
374,2022013,MA 51,Unternehmung Wiener Gesundheitsverbund,1
375,2022013,MA 17,MA 57,1
376,2022013,MA 51,Stadtrechnungshofes Wien,12
377,2022013,Europäischen Rugby Verbandes,Vereines Landesfachverbandes Rugby Wien,1
378,2022013,Europäischen Rugby Verbandes,Österreichischen Rugby Verbandes,1
379,2022013,MA 49,MA 51,1
380,2022013,MA 34,MA 5,1
381,2022013,MA 34,Unternehmung Wiener Gesundheitsverbund,1
382,2022013,MA 51,MA 57,1
383,2022013,Stadtrechnungshofes Wien,Unternehmung Wiener Gesundheitsverbund,1
384,2022013,MA 34,Stadtrechnungshofes Wien,1
385,2022013,MA 10,MA 13,1
386,2022013,MA 34,MA 57,1
387,2022013,MA 11,Unternehmung Wiener Gesundheitsverbund,1
388,2022013,MA 10,MA 17,1
389,2022013,Vereines Landesfachverbandes Rugby Wien,Österreichischen Rugby Verbandes,3
390,2022013,MA 13,Unternehmung Wiener Gesundheitsverbund,1
391,2022013,MA 22,MA 7,1
392,2022013,MA 57,Unternehmung Wiener Gesundheitsverbund,1
393,2022013,MA 57,Stadtrechnungshofes Wien,1
394,2022013,MA 49,MA 5,1
395,2022013,MA 49,Unternehmung Wiener Gesundheitsverbund,1
396,2022013,MA 10,MA 22,1
397,2022013,MA 17,MA 7,1
398,2022013,MA 10,MA 51,1
399,2022013,MA 5,MA 7,1
400,2022013,MA 49,Stadtrechnungshofes Wien,1
401,2022013,MA 27,MA 51,1
402,2022013,MA 49,MA 57,1
403,2022013,MA 10,MA 27,1
404,2022013,MA 34,MA 7,1
405,2022014,Stadtrechnungshofausschusses,Stadtrechnungshofes Wien,1
406,2022014,MA 11,MA 7,1
407,2022014,MA 11,MA 49,1
408,2022014,Stadtrechnungshofes Wien,stadt wien,3
409,2022014,MA 10,MA 5,1
410,2022014,MA 10,Unternehmung Wiener Gesundheitsverbund,1
411,2022014,MA 13,MA 7,1
412,2022014,MA 13,MA 49,1
413,2022014,MA 22,MA 49,1
414,2022014,MA 27,MA 5,1
415,2022014,MA 10,MA 57,1
416,2022014,MA 27,MA 57,1
417,2022014,MA 11,MA 13,1
418,2022014,MA 49,MA 7,1
419,2022014,MA 17,MA 49,1
420,2022014,MA 10,MA 11,1
421,2022014,MA 17,MA 22,1
422,2022014,MA 10,MA 34,1
423,2022014,MA 5,MA 51,1
424,2022014,MA 11,MA 17,1
425,2022014,MA 27,MA 34,1
426,2022014,MA 51,MA 7,1
427,2022014,MA 13,MA 17,1
428,2022014,MA 34,MA 49,1
429,2022014,MA 11,MA 22,1
430,2022014,MA 11,MA 51,1
431,2022014,MA 5,Unternehmung Wiener Gesundheitsverbund,1
432,2022014,MA 13,MA 22,1
433,2022014,MA 11,MA 27,1
434,2022014,MA 27,Unternehmung Wiener Gesundheitsverbund,1
435,2022014,MA 13,MA 51,1
436,2022014,MA 22,MA 51,1
437,2022014,MA 57,MA 7,1
438,2022014,MA 22,MA 34,1
439,2022014,MA 5,MA 57,1
440,2022014,MA 13,MA 27,1
441,2022014,MA 22,MA 27,1
442,2022014,MA 17,MA 51,1
443,2022014,MA 17,MA 34,1
444,2022014,MA 17,MA 27,1
445,2022014,MA 11,MA 5,1
446,2022014,MA 34,MA 51,1
447,2022014,MA 11,MA 57,1
448,2022014,MA 13,MA 5,1
449,2022014,MA 22,MA 5,1
450,2022014,MA 22,Unternehmung Wiener Gesundheitsverbund,1
451,2022014,MA 7,Unternehmung Wiener Gesundheitsverbund,1
452,2022014,Stadtrechnungshofausschusses,stadt wien,1
453,2022014,MA 11,MA 34,1
454,2022014,MA 13,MA 57,1
455,2022014,MA 22,MA 57,1
456,2022014,MA 10,MA 7,1
457,2022014,MA 10,MA 49,1
458,2022014,MA 17,MA 5,1
459,2022014,MA 17,Unternehmung Wiener Gesundheitsverbund,1
460,2022014,MA 27,MA 7,1
461,2022014,MA 27,MA 49,1
462,2022014,MA 13,MA 34,1
463,2022014,MA 51,Unternehmung Wiener Gesundheitsverbund,1
464,2022014,MA 17,MA 57,1
465,2022014,MA 49,MA 51,1
466,2022014,MA 34,MA 5,1
467,2022014,MA 34,Unternehmung Wiener Gesundheitsverbund,1
468,2022014,MA 51,MA 57,1
469,2022014,MA 10,MA 13,1
470,2022014,MA 34,MA 57,1
471,2022014,MA 11,Unternehmung Wiener Gesundheitsverbund,1
472,2022014,MA 10,MA 17,1
473,2022014,MA 13,Unternehmung Wiener Gesundheitsverbund,1
474,2022014,MA 22,MA 7,1
475,2022014,MA 57,Unternehmung Wiener Gesundheitsverbund,1
476,2022014,MA 49,MA 5,1
477,2022014,MA 49,Unternehmung Wiener Gesundheitsverbund,1
478,2022014,MA 10,MA 22,1
479,2022014,MA 17,MA 7,1
480,2022014,MA 10,MA 51,1
481,2022014,MA 5,MA 7,1
482,2022014,MA 27,MA 51,1
483,2022014,MA 49,MA 57,1
484,2022014,MA 10,MA 27,1
485,2022014,MA 5,stadt wien,1
486,2022014,MA 34,MA 7,1
487,2022015,Stadtrechnungshofausschusses,Stadtrechnungshofes Wien,1
488,2022015,MA 11,MA 7,1
489,2022015,MA 11,MA 49,1
490,2022015,Stadtrechnungshofes Wien,stadt wien,3
491,2022015,MA 10,MA 5,1
492,2022015,MA 10,Unternehmung Wiener Gesundheitsverbund,1
493,2022015,MA 13,MA 7,1
494,2022015,MA 13,MA 49,1
495,2022015,MA 22,MA 49,1
496,2022015,MA 27,MA 5,1
497,2022015,MA 10,MA 57,1
498,2022015,MA 27,MA 57,1
499,2022015,MA 11,MA 13,1
500,2022015,MA 49,MA 7,1
501,2022015,MA 17,MA 49,1
502,2022015,MA 10,MA 11,1
503,2022015,MA 17,MA 22,1
504,2022015,MA 10,MA 34,1
505,2022015,MA 5,MA 51,1
506,2022015,MA 11,MA 17,1
507,2022015,MA 27,MA 34,1
508,2022015,MA 51,MA 7,1
509,2022015,MA 13,MA 17,1
510,2022015,MA 34,MA 49,1
511,2022015,MA 11,MA 22,1
512,2022015,MA 11,MA 51,1
513,2022015,MA 5,Unternehmung Wiener Gesundheitsverbund,1
514,2022015,MA 13,MA 22,1
515,2022015,MA 11,MA 27,1
516,2022015,MA 27,Unternehmung Wiener Gesundheitsverbund,1
517,2022015,MA 13,MA 51,1
518,2022015,MA 22,MA 51,1
519,2022015,MA 57,MA 7,1
520,2022015,MA 22,MA 34,1
521,2022015,MA 5,MA 57,1
522,2022015,MA 13,MA 27,1
523,2022015,MA 22,MA 27,1
524,2022015,MA 17,MA 51,1
525,2022015,MA 17,MA 34,1
526,2022015,MA 17,MA 27,1
527,2022015,MA 11,MA 5,1
528,2022015,MA 34,MA 51,1
529,2022015,MA 11,MA 57,1
530,2022015,MA 13,MA 5,1
531,2022015,MA 22,MA 5,1
532,2022015,MA 22,Unternehmung Wiener Gesundheitsverbund,1
533,2022015,MA 7,Unternehmung Wiener Gesundheitsverbund,1
534,2022015,Stadtrechnungshofausschusses,stadt wien,1
535,2022015,MA 11,MA 34,1
536,2022015,MA 13,MA 57,1
537,2022015,MA 22,MA 57,1
538,2022015,MA 10,MA 7,1
539,2022015,MA 10,MA 49,1
540,2022015,MA 17,MA 5,1
541,2022015,MA 17,Unternehmung Wiener Gesundheitsverbund,1
542,2022015,MA 27,MA 7,1
543,2022015,MA 27,MA 49,1
544,2022015,MA 13,MA 34,1
545,2022015,MA 51,Unternehmung Wiener Gesundheitsverbund,1
546,2022015,MA 17,MA 57,1
547,2022015,MA 49,MA 51,1
548,2022015,MA 34,MA 5,1
549,2022015,MA 34,Unternehmung Wiener Gesundheitsverbund,1
550,2022015,MA 51,MA 57,1
551,2022015,MA 10,MA 13,1
552,2022015,MA 34,MA 57,1
553,2022015,MA 11,Unternehmung Wiener Gesundheitsverbund,1
554,2022015,MA 10,MA 17,1
555,2022015,MA 13,Unternehmung Wiener Gesundheitsverbund,1
556,2022015,MA 22,MA 7,1
557,2022015,MA 57,Unternehmung Wiener Gesundheitsverbund,1
558,2022015,MA 49,MA 5,1
559,2022015,MA 49,Unternehmung Wiener Gesundheitsverbund,1
560,2022015,MA 10,MA 22,1
561,2022015,MA 17,MA 7,1
562,2022015,MA 10,MA 51,1
563,2022015,MA 5,MA 7,1
564,2022015,MA 27,MA 51,1
565,2022015,MA 49,MA 57,1
566,2022015,MA 10,MA 27,1
567,2022015,MA 5,stadt wien,1
568,2022015,MA 34,MA 7,1
569,2022016,Stadtrechnungshofausschusses,Stadtrechnungshofes Wien,1
570,2022016,MA 11,MA 7,1
571,2022016,MA 11,MA 49,1
572,2022016,Stadtrechnungshofes Wien,stadt wien,3
573,2022016,MA 10,MA 5,1
574,2022016,MA 10,Unternehmung Wiener Gesundheitsverbund,1
575,2022016,MA 13,MA 7,1
576,2022016,MA 13,MA 49,1
577,2022016,MA 22,MA 49,1
578,2022016,MA 27,MA 5,1
579,2022016,MA 10,MA 57,1
580,2022016,MA 27,MA 57,1
581,2022016,MA 11,MA 13,1
582,2022016,MA 49,MA 7,1
583,2022016,MA 17,MA 49,1
584,2022016,MA 10,MA 11,1
585,2022016,MA 17,MA 22,1
586,2022016,MA 10,MA 34,1
587,2022016,MA 5,MA 51,1
588,2022016,MA 11,MA 17,1
589,2022016,MA 27,MA 34,1
590,2022016,MA 51,MA 7,1
591,2022016,MA 13,MA 17,1
