,doc_id,org_name,freq
881,20220271,Stadtrechnungshofes Wien,14
882,20220271,Stadtrechnungshofausschusses,1
883,20220271,MA 46,13
884,20220271,MA 28,20
885,20220271,EU,1
886,20220271,MA 39,1
887,20220272,Stadtrechnungshofes Wien,9
888,20220272,Stadtrechnungshofausschusses,1
889,20220272,MA 46,6
890,20220272,Bundeshauptstadt Wien,1
891,20220272,Energieplanung und BürgerInnenbeteiligung,1
892,20220272,Geschäftsgruppe Stadtentwicklung,1
893,20220272,Klimaschutz,1
894,20220272,Verkehr,1
895,20220273,Stadtrechnungshofes Wien,36
896,20220273,Stadtrechnungshofausschusses,1
897,20220273,MA 36,3
898,20220273,MA 59,18
899,20220273,MA 25,3
900,20220374,Stadtrechnungshofes Wien,7
901,20220374,stadt wien,1
902,20220374,MA 57,5
903,20220374,Stadtrechnungshofausschusses,1
904,20220374,MA 17,1
905,20220374,Verein PEREGRINA,8
906,20220374,Europäische Union GmbH,1
907,20220375,Stadtrechnungshofes Wien,7
908,20220375,stadt wien,1
909,20220375,MA 57,2
910,20220375,Stadtrechnungshofausschusses,1
911,20220375,MA 17,1
912,20220375,EU,1
913,20220375,Verein PEREGRINA,8
914,20220375,Europäische Union GmbH,1
915,20220376,Stadtrechnungshofes Wien,74
916,20220376,stadt wien,12
917,20220376,MA 10,65
918,20220376,MA 11,4
919,20220376,Verein Kindergruppen KINDERLACHEN Wien,81
920,20220377,Stadtrechnungshofes Wien,44
921,20220377,stadt wien,1
922,20220377,Fonds Soziales Wien,3
923,20220377,Verein Hemayat,93
924,20220377,MA 17,59
925,20220377,Bundesministerium für Klimaschutz,1
926,20220377,Verein Hemayat  Betreuungszentrum für Folter und Kriegsüberlebende,9
927,20220377,Auswertung und Darstellung,3
928,20220377,Förderung der Wiener Gesundheitsförderung gemeinnützige GmbH,2
929,20220378,Stadtrechnungshofes Wien,9
930,20220378,stadt wien,3
931,20220378,MA 34,5
932,20220378,MA 13,1
933,20220378,Stadtrechnungshofausschusses,1
934,20220378,Bundeshauptstadt Wien,2
935,20220378,Die Wiener Volkshochschulen GmbH,6
936,20220378,FPÖKlubs,1
937,20220378,Gebarung der Wiener Volkshochschulen GmbH,2
938,20220379,Stadtrechnungshofes Wien,7
939,20220379,stadt wien,2
940,20220379,MA 34,2
941,20220379,MA 13,7
942,20220379,Stadtrechnungshofausschusses,1
943,20220379,Bundeshauptstadt Wien,2
944,20220379,Die Wiener Volkshochschulen GmbH,8
945,20220379,FPÖKlubs,1
946,20220379,Gebarung der Wiener Volkshochschulen GmbH,1
947,20220380,Stadtrechnungshofes Wien,6
948,20220380,stadt wien,7
949,20220380,MA 34,5
950,20220380,MA 13,8
951,20220380,Stadtrechnungshofausschusses,1
952,20220380,Bundeshauptstadt Wien,2
953,20220380,Die Wiener Volkshochschulen GmbH,16
954,20220380,FPÖKlubs,1
955,20220380,Gebarung der Wiener Volkshochschulen GmbH,1
956,20220381,Stadtrechnungshofes Wien,91
957,20220381,stadt wien,4
958,20220381,MA 57,89
959,20220381,Fonds Soziales Wien,1
960,20220381,MA 7,1
961,20220381,MA 17,2
962,20220381,Verein ORIENT EXPRESS,76
963,20220381,Geschäftsgruppe Soziales,1
964,20220381,Gesundheit und Sport,1
965,20220381,Verein PEREGRINA,1
966,20220381,Bundesministerium für Klimaschutz,3
967,20220381,Verein ORIENT,9
968,20220381,Auswertung und Darstellung,1
969,20220381,Verein ORIENT EXPRESS  Beratungs,3
970,20220381,Bildungs und Kulturinitiative für Frauen,3
971,20220382,Stadtrechnungshofes Wien,9
972,20220382,stadt wien,17
973,20220382,Stadtrechnungshofausschusses,1
974,20220382,Privatkrankenanstalt Sanatorium Hera,34
975,20220382,EU,1
976,20220382,KFA,6
977,20220382,Krankenfürsorgeanstalt,2
978,20220382,Krankenfürsorgeanstalt der Bediensteten,2
979,20220383,Stadtrechnungshofes Wien,7
980,20220383,stadt wien,10
981,20220383,MA 5,3
982,20220383,MA 7,1
983,20220383,Stadtrechnungshofausschusses,1
984,20220383,MA 69,33
985,20220383,MA 62,2
986,20220383,Geschäftsgruppe Finanzen,6
987,20220383,Wirtschaft,4
988,20220383,Wohnfonds Wien,10
989,20220383,Internationales und Wiener Stadtwerke,2
990,20220383,Arbeit,2
991,20220383,Geschäftsgruppe Kultur und Wissenschaft,2
992,20220383,Stadterneuerung und Frauen,2
993,20220383,Wohnbau,2
994,20220383,Digitalisierung und Internationales,2
995,20220383,Österreichischen Städtebundes,1
996,20220384,Stadtrechnungshofes Wien,81
997,20220384,stadt wien,24
998,20220384,MA 6,32
999,20220384,MA 44,141
1000,20220384,MA1,1
1001,20220384,MA 28,2
1002,20220384,MA 65,1
1003,20220385,Stadtrechnungshofes Wien,129
1004,20220385,stadt wien,51
1005,20220385,MA 6,1
1006,20220385,MA 48,86
1007,20220385,MA 22,1
1008,20220385,MA1,2
1009,20220385,MA 17,1
1010,20220385,Wiener Krankenanstaltenverbundes,1
1011,20220385,MA 53,30
1012,20220385,MA 70,1
1013,20220385,MA 68,1
1014,20220385,Wiener Gesundheitsverbundes,1
1015,20220385,Bundesministerium für Klimaschutz,1
1016,20220385,Europäische Union GmbH,1
1017,20220385,Unternehmungen Stadt Wien  Wiener Wohnen,1
1018,20220385,Umwelt,1
1019,20220385,Innovation und Technologie,1
1020,20220385,Energie,1
1021,20220385,Mobilität,1
1022,20220386,Stadtrechnungshofes Wien,6
1023,20220386,Stadtrechnungshofausschusses,1
1024,20220386,Unternehmung Wien Kanal 2006,5
1025,20220386,Unternehmung Wien,4
1026,20220387,Stadtrechnungshofes Wien,6
1027,20220387,Stadtrechnungshofausschusses,1
1028,20220387,MA 50,10
1029,20220387,Wohnbeihilfe Wiener Wohnbauförderungs,2
1030,20220388,Stadtrechnungshofes Wien,7
1031,20220388,Stadtrechnungshofausschusses,1
1032,20220388,MA 50,13
1033,20220388,Wohnbeihilfe Wiener Wohnbauförderungs,2
1034,20220389,Stadtrechnungshofes Wien,9
1035,20220389,Stadtrechnungshofausschusses,1
1036,20220389,MA 50,7
1037,20220389,Gewerkschaft Öffentlicher Dienst Gemeinnützige Gesellschaft mbH,3
1038,20220390,Stadtrechnungshofes Wien,24
1039,20220390,stadt wien,43
1040,20220390,MA 10,1
1041,20220390,MA 34,1
1042,20220390,MA 5,1
1043,20220390,MA 13,1
1044,20220390,MA 42,1
1045,20220390,MA 48,2
1046,20220390,MA 49,33
1047,20220390,MA 11,1
1048,20220390,MA 22,1
1049,20220390,MA 57,1
1050,20220390,MA 7,1
1051,20220390,MA 51,1
1052,20220390,Unternehmung Wiener Gesundheitsverbund,1
1053,20220390,MA 17,1
1054,20220390,Bundeshauptstadt Wien,1
1055,20220390,Institutes Bioforschung Austria,32
1056,20220390,EU,1
1057,20220390,Verein BIO FORSCHUNG AUSTRIA,20
1058,20220390,MA 27,1
1059,20220390,MA 31,1
1060,20220390,Kommanditgesellschaft GmbH,1
1061,20220391,Stadtrechnungshofes Wien,7
1062,20220391,stadt wien,3
1063,20220391,MA 6,6
1064,20220391,Stadtrechnungshofausschusses,1
1065,20220391,MA 64,18
1066,20220392,Stadtrechnungshofes Wien,14
1067,20220392,stadt wien,6
1068,20220392,MA 34,16
1069,20220392,Stadtrechnungshofausschusses,1
1070,20220392,MA 51,1
1071,20220392,MA 54,1
1072,20220392,MA 33,3
1073,20220392,MA 39,1
1074,20220392,Wiener Umweltanwaltschaft,1
1075,20220393,Stadtrechnungshofes Wien,7
1076,20220393,stadt wien,2
1077,20220393,MA 34,3
1078,20220393,Stadtrechnungshofausschusses,1
1079,20220393,MA 56,7
1080,20220393,WIP Wiener Infrastruktur Projekt GmbH,3
1081,20220394,Stadtrechnungshofes Wien,38
1082,20220394,stadt wien,1
1083,20220394,MA 34,9
1084,20220394,MA 42,4
1085,20220394,Stadtrechnungshofausschusses,1
1086,20220394,MA 56,13
1087,20220394,MA 51,3
1088,20220395,Stadtrechnungshofes Wien,5
1089,20220395,stadt wien,3
1090,20220395,MA 34,4
1091,20220395,Stadtrechnungshofausschusses,1
1092,20220395,MA 56,4
1093,20220395,WIP Wiener Infrastruktur Projekt GmbH,4
1094,20220395,MA 39,1
1095,20220396,Stadtrechnungshofes Wien,15
1096,20220396,stadt wien,2
1097,20220396,MA 42,2
1098,20220396,MA 22,29
1099,20220396,Stadtrechnungshofausschusses,1
1100,20220396,MA 46,1
1101,20220396,MA 28,1
1102,20220396,MA 19,1
1103,20220396,MA 37,10
1104,20220397,Stadtrechnungshofes Wien,44
1105,20220397,stadt wien,23
1106,20220397,MA 10,30
1107,20220397,MA 34,43
1108,20220397,MA 42,2
1109,20220397,MA 22,1
1110,20220397,MA 56,8
1111,20220397,MA 20,3
1112,20220397,WIP Wiener Infrastruktur Projekt GmbH,3
1113,20220398,Stadtrechnungshofes Wien,8
1114,20220398,Stadtrechnungshofausschusses,1
1115,20220398,MA 58,7
1116,20220398,MA 60,4
1117,20220399,Stadtrechnungshofes Wien,7
1118,20220399,Stadtrechnungshofausschusses,1
1119,20220399,MA 58,4
1120,20220399,MA 60,9
